stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
B_8167,8167,VILLA MARINI,,39.2990,8.512567,B_8167
B_8174,8174,SS 130 PIZZERIA ARDAU,,39.30470,8.558191,B_8174
B_8535,8535,IGLESIAS VIA BAREGA,,39.29896,8.556552,B_8535
B_80689,80689,SS 130 KM 49+900 CERAMICA,,39.302,8.581,B_80689
B_8140,8140,IGLESIAS CANTINA SOCIALE,,39.29773,8.5707,B_8140
B_80672,80672,BIVIO SP 86 CAPUT ACQUAS,,39.28971,8.59705,B_80672
B_8123,8123,MASUA IMPIANTI,,39.33145,8.430408,B_8123
B_8237,8237,BIVIOMASUA,,39.33168,8.435022,B_8237
B_8136,8136,SA FRAGATA,,39.29656,8.565267,B_8136
B_8179,8179,STRADA CORONGIU CASADA,,39.28793,8.569267,B_8179
B_80667,80667,SP 85 KM 2+000,,39.28319,8.572457,B_80667
B_80669,80669,SP 85 NURA PONTI,,39.2789,8.576683,B_80669
B_80670,80670,SP 85 VIA ULIVI,,39.28566,8.570783,B_80670
B_8084,8084,TANI`,,39.22691,8.559133,B_8084
B_80706,80706,TANI` 2,,39.22845,8.556552,B_80706
B_85552,85552,IGLESIAS HOTEL LE TOUR,,39.31081,8.558899,B_85552
B_85553,85553,IGLESIAS SPORT VILLAGE,,39.30640,8.562742,B_85553
B_85554,85554,IGLESIAS ROSA DEL MARGANAI,,39.31145,8.557145,B_85554
B_85555,85555,IGLESIAS ROTONDA VV. FF.,,39.29978,8.565322,B_85555
B_85558,85558,IPPODROMO ASARO,,39.28268,8.560386,B_85558
B_85559,85559,IGLESIAS CINEWORLD,,39.30570,8.565639,B_85559
B_85560,85560,IGLESIAS LA COLLINETTA,,39.30867,8.560912,B_85560
B_85564,85564,IGLESIAS BIVIO CASA SERENA,,39.3020,8.554345,B_85564
B_8020,8020,CORONGIU,,39.23676,8.560917,B_8020
B_8048,8048,BIVIO MONTEPONI,,39.3025,8.517,B_8048
B_8049,8049,MONTEPONI PIAZZALE MINIERA,,39.30141,8.5127,B_8049
B_8091,8091,IGLESIAS PIAZZA SELLA-PLAISANT,,39.3129,8.536204,B_8091
B_8117,8117,IGLESIAS VIA MADDALENA,,39.31224,8.545475,B_8117
B_8124,8124,IGLESIAS STAZIONE FS,,39.310,8.540017,B_8124
B_8138,8138,IGLESIAS PIAZZA CAVALLERA - IPSIA,,39.308153,8.5411622,B_8138
B_8153,8153,IGLESIAS VIA GENOVA-VENEZIA,,39.307,8.539167,B_8153
B_8154,8154,IGLESIAS PIAZZA MERCATO,,39.31131,8.534867,B_8154
B_8157,8157,IGLESIAS PIAZZA OBERDAN,,39.31243,8.536417,B_8157
B_8159,8159,IGLESIAS VIA CAPUCCINI-CONSORZIO,,39.30755,8.547818,B_8159
B_8160,8160,IGLESIAS VIA CAPUCCINI-CIMITERO,,39.31011,8.544517,B_8160
B_8161,8161,IGLESIAS VIA DELLA REGIONE- EX SIP,,39.31288,8.54365,B_8161
B_8162,8162,IGLESIAS PIAZZA SELLA-VILLA TORNU`,,39.31291,8.537,B_8162
B_8163,8163,IGLESIAS VIA ROMA-OVIESSE,,39.31151,8.533417,B_8163
B_8000,8000,IGLESIAS C.T.O.,,39.31083,8.524967,B_8000
B_8166,8166,IGLESIAS VIA VIVALDI-CONSORZIO,,39.30666,8.5205,B_8166
B_8168,8168,IGLESIAS PIAZZA CAVALLERA-CROCIFISSO,,39.30866,8.54073,B_8168
B_8170,8170,IGLESIAS VIALE COLOMBO 30 CAB ENEL,,39.30616,8.5449,B_8170
B_8171,8171,IGLESIAS VIALE COLOMBO-SERRAU,,39.30386,8.549785,B_8171
B_8172,8172,IGLESIAS VIALE COLOMBO-CASA SERENA,,39.30206,8.556533,B_8172
B_8177,8177,IGLESIAS VIA ROMA-SIP,,39.312,8.53085,B_8177
B_8178,8178,IGLESIAS CUORE IMMACOLATO,,39.31016,8.534167,B_8178
B_8327,8327,IGLESIAS VIA CACCIARRU-SCUOLE,,39.30771,8.534354,B_8327
B_8329,8329,IGLESIAS VIA SAN SALVATORE 79,,39.307,8.5473,B_8329
B_8332,8332,IGLESIAS VIA LACONI,,39.305219,8.5352546,B_8332
B_8333,8333,IGLESIAS VIA SIRACUSA,,39.305356,8.5379561,B_8333
B_8354,8354,IGLESIAS PIAZZA GIOVANNI XXIII,,39.30207,8.547893,B_8354
B_8434,8434,IGLESIAS CASA DEL MOBILE,,39.30212,8.551477,B_8434
B_8474,8474,IGLESIAS CAVALCAFERROVIA,,39.30475,8.549568,B_8474
B_8570,8570,IGLESIAS VIA CATTANEO-CONAD,,39.30883,8.523,B_8570
B_8571,8571,IGLESIAS VIALE COLOMBO-ENOTECA,,39.30496,8.546874,B_8571
B_8575,8575,IGLESIAS VIA CATTANEO 15,,39.31243,8.528533,B_8575
B_80329,80329,IGLESIAS VIA SAN SALVATORE 44,,39.30856,8.54485,B_80329
B_80360,80360,IGLESIAS VIA S.ANTONIO-MADONNINA,,39.3193,8.532833,B_80360
B_80601,80601,IGLESIAS PIAZZA FENZA,,39.315325,8.5342134,B_80601
B_85034,85034,IGLESIAS VIA VITT. VENETO 107,,39.30776,8.537583,B_85034
B_85175,85175,IGLESIAS VIA SETTE FRATELLI 22,,39.31446,8.543103,B_85175
B_85176,85176,IGLESIAS OSPEDALE S.BARBARA,,39.31478,8.539117,B_85176
B_85328,85328,IGLESIAS CAMPI TENNIS ORUNESU,,39.31167,8.547223,B_85328
B_85341,85341,IGLESIAS CASERMA CARABINIERI,,39.30889,8.532738,B_85341
B_85452,85452,IGLESIAS PRETURA,,39.303596,8.5465038,B_85452
B_85507,85507,IGLESIAS VIALE FRA IGNAZIO 29,,39.31203,8.541933,B_85507
B_85508,85508,IGLESIAS VIA V. MARIA 19,,39.30621,8.521167,B_85508
B_85509,85509,IGLESIAS VIA V. MARIA 14,,39.30428,8.520183,B_85509
B_85510,85510,IGLESIAS VIA V. MARIA 30,,39.30301,8.5195,B_85510
B_85511,85511,IGLESIAS VIA V. MARIA 74,,39.30203,8.517767,B_85511
B_85556,85556,IGLESIAS VIALE FADDA - LIDL,,39.30599,8.536596,B_85556
B_85562,85562,IGLESIAS VIA ISONZO-MINERARIO,,39.31097,8.531959,B_85562
B_85563,85563,IGLESIAS VIA MONS. PIRASTRU,,39.30485,8.535341,B_85563
B_85565,85565,IGLESIAS VIA ARGENTARIA - SISA,,39.306,8.540399,B_85565
B_85572,85572,IGLESIAS VIALE COLOMBO 110,,39.30106,8.559808,B_85572
B_85573,85573,IGLESIAS VIA MARCHESE,,39.31204,8.544981,B_85573
B_85574,85574,IGLESIAS VIA DELLA REGIONE 2,,39.31390,8.539123,B_85574
B_8045,8045,MASUA,,39.331,8.434,B_8045
B_8047,8047,MONTE AGRUXIAU,,39.29966,8.489133,B_8047
B_8173,8173,IGLESIAS V.LE VILLA DI CHIESA NONNA ISA,,39.3034,8.564467,B_8173
B_8361,8361,IGLESIAS MONTE FIGUS,,39.30208,8.57115,B_8361
B_8052,8052,NEBIDA,,39.31451,8.436633,B_8052
B_80616,80616,NEBIDA MACELLERIA,,39.31613,8.437683,B_80616
B_80617,80617,NEBIDA C.SO PAN DI ZUCCHERO 392,,39.3195,8.436267,B_80617
B_80618,80618,NEBIDA SCUOLE ELEMENTARI,,39.31158,8.43745,B_80618
B_85183,85183,SAN BENEDETTO,,39.362,8.52765,B_85183
B_86637,86637,SAN BENEDETTO INGRESSO,,39.359,8.527267,B_86637
B_86638,86638,SAN BENEDETTO  VIA LINASIA 24,,39.36091,8.52795,B_86638
B_8143,8143,IGLESIAS Z.I. FRONTEDDU,,39.29414,8.579699,B_8143
B_85200,85200,IGLESIAS Z.I. CONSORZIO,,39.29110,8.578846,B_85200
B_85569,85569,IGLESIAS Z.I. PATTA,,39.29392,8.573739,B_85569
B_86558,86558,IGLESIAS Z. I. COMI,,39.29236,8.580617,B_86558
B_8041,8041,IS SOLINAS,,39.02686,8.596667,B_8041
B_8270,8270,IS FIASCUS,,39.04076,8.632,B_8270
B_80610,80610,IS LAIS SS 195 KM 78+900,,39.0318,8.634367,B_80610
B_8044,8044,MASAINAS,,39.05141,8.629217,B_8044
B_80611,80611,MASAINAS VIA ROMA 141,,39.0482,8.630233,B_80611
B_80674,80674,SP 87 KM 1+000,,39.29711,8.657217,B_80674
B_8050,8050,MUSEI,,39.30143,8.666783,B_8050
B_80612,80612,MUSEI VIA SARDEGNA 45,,39.30416,8.66565,B_80612
B_8035,8035,IS AIOS,,39.17598,8.730217,B_8035
B_8111,8111,BIVIO TERRUBIA,,39.1810,8.725483,B_8111
B_8051,8051,NARCAO,,39.166,8.676267,B_8051
B_80613,80613,NARCAO STRADA PER TERRESEO,,39.17148,8.6714,B_80613
B_80614,80614,NARCAO VIA VILLAPERUCCIO 7,,39.16671,8.677367,B_80614
B_8262,8262,IS CHERCHIS,,39.16296,8.655933,B_8262
B_8038,8038,IS MEDDAS,,39.15151,8.683917,B_8038
B_80522,80522,NARCAO VIA CARBONIA 28,,39.16708,8.673117,B_80522
B_80523,80523,NARCAO VIA CAGLIARI 70,,39.17068,8.6823,B_80523
B_8067,8067,RIO MURTAS,,39.17973,8.709217,B_8067
B_80517,80517,RIO MURTAS BIVIO IS CORDAS,,39.182,8.7165,B_80517
B_80518,80518,RIO MURTAS VIA NAZIONALE-SATTA,,39.17887,8.700217,B_80518
B_80519,80519,RIO MURTAS VIA NAZIONALE 109,,39.18026,8.710935,B_80519
B_8085,8085,TERRASEO,,39.20311,8.626417,B_8085
B_8087,8087,TERRUBIA,,39.18698,8.720717,B_8087
B_8001,8001,ACQUACADDA,,39.1734,8.750667,B_8001
B_80539,80539,ACQUACADDA SCUOLE,,39.17418,8.750167,B_80539
B_80699,80699,SS 293 KM 52+100,,39.16323,8.7437,B_80699
B_8009,8009,BAU PRESSIU,,39.18,8.759533,B_8009
B_8002,8002,ACQUACALLENTI,,39.14503,8.727,B_8002
B_80701,80701,SS 293 KM 54+300,,39.14723,8.729367,B_80701
B_80702,80702,SS 293 KM 55+500,,39.1370,8.718817,B_80702
B_80693,80693,SS 293 CRABI',,39.16674,8.745788,B_80693
B_8054,8054,NUXIS,,39.155,8.739983,B_8054
B_80700,80700,SS 293 RIF. Q8,,39.158151,8.7408081,B_80700
B_80266,80266,TANA MARGIANIS,,39.16006,8.632517,B_80266
B_8077,8077,SAN LEONARDO,,39.1556,8.615517,B_8077
B_80636,80636,SAN LEONARDO VIA GARIBALDI,,39.14946,8.6174,B_80636
B_80653,80653,SP 78 EX CANTONIERA ANAS,,39.165,8.598583,B_80653
B_8057,8057,PERDAXIUS,,39.16107,8.610606,B_8057
B_80623,80623,PERDAXIUS VIA REPUBBLICA 19,,39.163,8.607117,B_80623
B_8058,8058,PESUS,,39.16123,8.64165,B_8058
B_8059,8059,PISCINAS,,39.077,8.6651,B_8059
B_80658,80658,SP 82 KM 3.5 GHILLOTTA,,39.23183,8.413167,B_80658
B_8056,8056,PARINGIANU,,39.174,8.428483,B_8056
B_80621,80621,PARINGIANU VIA SULCIS 13 BAR BIGLIETTERIA,,39.1752,8.427167,B_80621
B_8102,8102,PORTOVESME PORTO,,39.19916,8.390183,B_8102
B_8223,8223,EURALLUMINA,,39.2100,8.396783,B_8223
B_8224,8224,PORTOVESME S.R.L.,,39.211452,8.4099332,B_8224
B_8225,8225,EX ALCOA TRANSITO,,39.20182,8.412373,B_8225
B_8352,8352,PORTOVESME IST.INDUSTRIALE,,39.20718,8.393017,B_8352
B_8063,8063,PORTOPAGLIETTO,,39.21083,8.373833,B_8063
B_8064,8064,PORTOSCUSO  VIA PALERMO,,39.20503,8.381667,B_8064
B_8130,8130,PORTOSCUSO PIANO DI ZONA,,39.2131,8.3775,B_8130
B_80252,80252,PORTOSCUSO VIA GIULIO CESARE,,39.20318,8.385167,B_80252
B_80624,80624,PORTOSCUSO VIA GRAZIA DELEDDA-EDICOLA,,39.20766,8.379167,B_80624
B_80625,80625,PORTOSCUSO VIA I MAGGIO 47,,39.20,8.39,B_80625
B_8226,8226,I.L.A.,,39.19133,8.411407,B_8226
B_80648,80648,SP 73 TRA VIA PORTOPINO 7 E IS CINUS,,38.99828,8.640333,B_80648
B_80649,80649,SP 73 IS CINUS,,38.98951,8.629667,B_80649
B_8040,8040,IS PILLONIS,,38.9794,8.617283,B_8040
B_80644,80644,SP 110 SCUOLA ALBERGHIERA,,38.97521,8.6119,B_80644
B_8065,8065,PORTOPINO,,38.96396,8.595967,B_8065
B_80645,80645,SP 110 SU CORRU MANCIU BAR PIZZERIA,,38.96803,8.600383,B_80645
B_1114,1114,SANT'ANNA ARRESI MUNICIPIO,,39.00445,8.64318,B_1114
B_8073,8073,SANT'ANNA ARRESI VIA ITALIA,,39.00466,8.64105,B_8073
B_8268,8268,SANT'ANNA ARRESI BIVIO P.PINO,,39.00276,8.644655,B_8268
B_8269,8269,IS DOMUS,,39.014829,8.6392581,B_8269
B_80626,80626,SANT'ANNA ARRESI VIA ITALIA 193,,39.00091,8.648133,B_80626
B_80627,80627,SANT'ANNA ARRESI VIA ITALIA 167,,39.00383,8.642667,B_80627
B_80628,80628,SANT'ANNA ARRESI VIA ITALIA 52,,39.010,8.63845,B_80628
B_80629,80629,SANT'ANNA ARRESI VIA PORTOPINO 7,,39.001,8.644883,B_80629
B_8043,8043,MALADROXIA,,38.9976,8.4471,B_8043
B_8334,8334,COA QUADDU,,38.9820,8.44245,B_8334
B_8338,8338,FUNTANA CANNAI,,39.0001,8.42495,B_8338
B_80678,80678,SS 126 4+700,,39.07,8.426167,B_80678
B_80684,80684,SS 126 KM 0+300 PONTI,,39.05816,8.469833,B_80684
B_80254,80254,SANT'ANTIOCO VIA NAZIONALE 203-C,,39.05833,8.462333,B_80254
B_8253,8253,SANT'ANTIOCO VIA MATTEOTTI,,39.06066,8.447667,B_8253
B_8275,8275,SANT'ANTIOCO PIAZZA REPUBBLICA 5,,39.06416,8.45585,B_8275
B_8277,8277,SANT'ANTIOCO VIA TRENTO 48,,39.05866,8.4545,B_8277
B_8330,8330,SANT'ANTIOCO VIA CALASETTA 66,,39.070,8.44865,B_8330
B_8357,8357,SANT'ANTIOCO LUNGOMARE COLOMBO,,39.06756,8.45875,B_8357
B_8359,8359,SANT'ANTIOCO VIA TUVERI 7,,39.06758,8.447,B_8359
B_8461,8461,SANT'ANTIOCO VIA BOLZANO - SCUOLE,,39.07211,8.44815,B_8461
B_80631,80631,SANT'ANTIOCO CABINA ENEL,,39.0647,8.446983,B_80631
B_80632,80632,SANT'ANTIOCO VIA NAZIONALE 147,,39.061,8.45875,B_80632
B_80633,80633,SANT'ANTIOCO VIA TUVERI 1,,39.070,8.446683,B_80633
B_8011,8011,BRUNCU TEULA,,39.15903,8.4371,B_8011
B_80548,80548,BRUNCU TEULA 2,,39.16123,8.44015,B_80548
B_8101,8101,BIVIO BRUNCU TEULA,,39.16083,8.44375,B_8101
B_80264,80264,FUNTANONA - IS PEIS,,39.12166,8.515217,B_80264
B_8248,8248,IS PITZUS,,39.12318,8.473383,B_8248
B_8249,8249,BIVIO MATZACCARA SP 75,,39.1360,8.457767,B_8249
B_80386,80386,INCROCIO PUNTA TRETTU,,39.12943,8.463367,B_80386
B_80650,80650,SP 75 IS BINGIAS,,39.14296,8.45835,B_80650
B_8099,8099,BIVIO MATZACCARA SS 126,,39.097,8.503,B_8099
B_8247,8247,IS COLLUS,,39.10193,8.495,B_8247
B_80256,80256,SS 126 SANTA CATERINA,,39.09,8.493467,B_80256
B_8263,8263,BIVIO TRATALIAS,,39.09373,8.53865,B_8263
B_8296,8296,FUNTANONA,,39.130,8.5094,B_8296
B_8042,8042,IS URIGUS,,39.13,8.493833,B_8042
B_8046,8046,MATZACCARA,,39.13236,8.4547,B_8046
B_80388,80388,MATZACCARA VIA REPUBBLICA SCUOLE,,39.13381,8.455467,B_80388
B_80389,80389,MATZACCARA VIA FOSSE ARDEATINE,,39.1347,8.45375,B_80389
B_80425,80425,MATZACCARA VIA FOSSE ARDEATINE 1,,39.13183,8.452233,B_80425
B_8127,8127,SAN GIOV.SUERGIU STAZIONE,,39.10606,8.526233,B_8127
B_80147,80147,SAN GIOV.SUERGIU LA MADONNINA,,39.11,8.521167,B_80147
B_80458,80458,SAN GIOV.SUERGIU VIA PORTO BOTTE 89,,39.10436,8.52945,B_80458
B_80635,80635,SAN GIOV.SUERGIU VIA V.EMANUELE 154,,39.10531,8.514791,B_80635
B_8055,8055,PALMAS,,39.086,8.545867,B_8055
B_8149,8149,SANTADI STAZIONE FMS,,39.10163,8.701333,B_8149
B_8525,8525,BARRANCU MANNU,,39.092,8.7576,B_8525
B_8529,8529,SP 79 CASEIFICIO,,39.10683,8.6906,B_8529
B_80703,80703,SS 293 KM 59+150,,39.1145,8.694667,B_80703
B_80704,80704,SS 293 RIF. TAMOIL,,39.10621,8.688367,B_80704
B_8070,8070,SANTADI,,39.09276,8.7167,B_8070
B_8331,8331,SANTADI BASSO,,39.085321,8.713152,B_8331
B_80351,80351,SANTADI VIA CAGLIARI 38,,39.09761,8.709583,B_80351
B_80639,80639,SANTADI VIA CIRCONVALLAZIONE,,39.09426,8.71455,B_80639
B_8086,8086,TERRESOLI,,39.09041,8.743433,B_8086
B_80708,80708,TERRESOLI VIA NAZIONALE 14 SP1,,39.09046,8.741017,B_80708
B_8090,8090,TRATALIAS MUNICIPIO,,39.10,8.577667,B_8090
B_80710,80710,TRATALIAS PIAZZA GRAMSCI,,39.10546,8.576367,B_80710
B_80711,80711,TRATALIAS VIA 6 OTTOBRE 9,,39.10198,8.580933,B_80711
B_80712,80712,TRATALIAS VIALE RINASCITA,,39.10316,8.575367,B_80712
B_8113,8113,TRATALIAS VIA NUOVA,,39.09691,8.5684,B_8113
B_8142,8142,MONTE CADELANO,,39.26738,8.722183,B_8142
B_80647,80647,SP 2 MONTE GIOIOSU,,39.27256,8.6833,B_80647
B_80673,80673,SP 86 OLAND FLOR,,39.28461,8.618267,B_80673
B_8141,8141,VILLAMASSARGIA STAZIONE FS,,39.29518,8.642383,B_8141
B_8094,8094,VILLAMASSARGIA VIA DELLO SPORT 11,,39.27266,8.643483,B_8094
B_8126,8126,BIVIO VILLAMASSARGIA,,39.27903,8.641,B_8126
B_8530,8530,VILLAMASSARGIA VIA PILL'E MATTA,,39.27401,8.636842,B_8530
B_80717,80717,VILLAMASSARGIA P.ZZA F.LLI CERVI,,39.277296,8.6429591,B_80717
B_80719,80719,VILLAPERUCCIO VIA NAZIONALE 96,,39.11136,8.679533,B_80719
B_8106,8106,BIVIO VILLAPERUCCIO,,39.10968,8.684933,B_8106
B_8096,8096,VILLAPERUCCIO,,39.11268,8.671267,B_8096
B_80718,80718,VILLAPERUCCIO VIA NAZIONALE 42,,39.11211,8.6756,B_80718
B_80720,80720,VILLAPERUCCIO VIA SULCIS 8,,39.11563,8.66625,B_80720
B_5012,5012,ARITZO,,39.95583,9.19671,B_5012
B_51339,51339,ARITZO CORSO UMBERTO 2,,39.95933,9.1972,B_51339
B_51341,51341,ARITZO PARK HOTEL,,39.95092,9.19124,B_51341
B_5013,5013,CANT. COSSATZU,,39.94292,9.181245,B_5013
B_5015,5015,CANT. ORTUABIS,,39.90246,9.121933,B_5015
B_5014,5014,VALICO SA CASA,,39.9265,9.140466,B_5014
B_5031,5031,ATZARA,,39.99172,9.076514,B_5031
B_51334,51334,ATZARA BIVIO SAMUGHEO,,39.99297,9.076562,B_51334
B_51336,51336,ATZARA VIA V. EMANUELE 1,,39.98951,9.074942,B_51336
B_5400,5400,BIVIO ATZARA,,39.987716,9.0727259,B_5400
B_51333,51333,ATZARA SP 61,,39.99178,9.072027,B_51333
B_5032,5032,AUSTIS,,40.07101,9.08935,B_5032
B_50529,50529,AUSTIS INGRESSO DA SORGONO,,40.066750,9.0848529,B_50529
B_51378,51378,AUSTIS VIA MAZZINI 3 - SCUOLE,,40.07028,9.087039,B_51378
B_5011,5011,BELVI` PIAZZA REPUBBLICA,,39.96125,9.184607,B_5011
B_5365,5365,BELVI` VIA ROMA 101,,39.95864,9.183219,B_5365
B_50785,50785,BELVI' FRONTE CIMITERO,,39.963951,9.1842747,B_50785
B_51338,51338,BELVI' VIA MAXIA - INGRESSO ABITATO,,39.95778,9.180053,B_51338
B_5401,5401,BIRORI VIA SANT'ANDREA 14,,40.265752,8.8149326,B_5401
B_50884,50884,BIRORI VIA GIOVANNI XXIII 16,,40.264829,8.8180047,B_50884
B_5402,5402,BIRORI STAZIONE FDS,,40.269396,8.8174749,B_5402
B_53339,53339,STAB. ROSADA,,40.271671,8.8038839,B_53339
B_5071,5071,BITTI,,40.47529,9.382585,B_5071
B_51876,51876,BITTI VIA BRIGATA SASSARI 241,,40.47883,9.385306,B_51876
B_51877,51877,BITTI VIA BRESCIA,,40.48021,9.381692,B_51877
B_51879,51879,BITTI CORSO VITT.VENETO 227,,40.47939,9.38072,B_51879
B_51881,51881,BITTI CASERMA CARABINIERI,,40.47725,9.388311,B_51881
B_51875,51875,SA PENETESSA,,40.48424,9.408369,B_51875
B_51878,51878,AGRITURISMO DOGOLAI,,40.44981,9.369219,B_51878
B_5272,5272,BIVIO MAMONE,,40.525,9.346367,B_5272
B_5078,5078,BITTI Z.I. SAN GIOVANNI,,40.49051,9.357278,B_5078
B_51880,51880,BIVIO NULE,,40.48828,9.360393,B_51880
B_5405,5405,BOLOTANA BASTIONE SAN PIETRO,,40.326849,8.9583059,B_5405
B_5406,5406,BOLOTANA VIA STAZIONE-CARABINIERI,,40.320499,8.9625942,B_5406
B_50922,50922,BOLOTANA CASE GESCAL,,40.315130,8.9638447,B_50922
B_5404,5404,BOLOTANA STAZ. FDS,,40.311184,8.9632466,B_5404
B_50923,50923,BOLOTANA Z.I. CASE SPARSE,,40.307923,8.9654961,B_50923
B_4210,4210,BORORE,,40.21532,8.8032,B_4210
B_51048,51048,BORORE VIA ROMA 141,,40.213768,8.7986686,B_51048
B_51049,51049,BORORE BIVIO STAZ. FS,,40.217352,8.8084243,B_51049
B_51050,51050,BORORE EX HOTEL ULIMOS,,40.212718,8.7961687,B_51050
B_52154,52154,BORORE VIALE BACCURINI FR. 21 POSTE,,40.21371,8.803605,B_52154
B_5260,5260,BIVIO BORORE SS131,,40.21062,8.786398,B_5260
B_5606,5606,COLONIA F.U.C.I.,,40.214881,8.7011476,B_5606
B_5208,5208,BORTIGALI VIA V.EMANUELE 95,,40.2824,8.83323,B_5208
B_51062,51062,BORTIGALI VIA STAZIONE 17,,40.280702,8.8419711,B_51062
B_5235,5235,BORTIGALI,,40.2831,8.83695,B_5235
B_5251,5251,MULARGIA CASELLO F.S.,,40.300203,8.7885753,B_5251
B_5252,5252,BIVIO MULARGIA,,40.300501,8.7790198,B_5252
B_5416,5416,MULARGIA,,40.2938,8.7939719,B_5416
B_5023,5023,MADONNINA DELLA NEVE,,40.03279,9.23194,B_5023
B_5024,5024,DESULO,,40.0092,9.227314,B_5024
B_51401,51401,DESULO V.LE ALDO MORO FR 30,,40.01178,9.227651,B_51401
B_51402,51402,DESULO VIA LAMARMORA 151,,40.01239,9.229329,B_51402
B_51403,51403,DESULO V.LE ALDO MORO 1,,40.01597,9.231911,B_51403
B_51404,51404,DESULO VIA CAGLIARI 48,,40.00688,9.224401,B_51404
B_51405,51405,DESULO VIA CAGLIARI FR 126,,40.00526,9.220975,B_51405
B_5164,5164,CALAGONONE,,40.28476,9.636434,B_5164
B_52076,52076,CALAGONONE CABINA ENEL,,40.28223,9.628035,B_52076
B_52078,52078,CALAGONONE VIA DEL BUE MARINO,,40.28320,9.632596,B_52078
B_52080,52080,CALAGONONE VIA LACONI,,40.27646,9.626288,B_52080
B_52087,52087,CALAGONONE HOTEL PALMASERA,,40.27904,9.629753,B_52087
B_52088,52088,CALAGONONE INGRESSO,,40.27960,9.618745,B_52088
B_5158,5158,CASA SPANU,,40.31298,9.53411,B_5158
B_52072,52072,GALLERIA CALAGONONE SS 125,,40.27540,9.592245,B_52072
B_52084,52084,Z.I. DORGALI,,40.30601,9.559983,B_52084
B_5108,5108,TRAVERSA DORGALI,,40.34618,9.508385,B_5108
B_5157,5157,DORGALI,,40.29489,9.585603,B_5157
B_52071,52071,DORGALI MARKET,,40.29107,9.586315,B_52071
B_52074,52074,DORGALI CIRCONVALLAZIONE,,40.29527,9.590317,B_52074
B_52075,52075,DORGALI VIA LAMARMORA SS125,,40.29624,9.582739,B_52075
B_52077,52077,DORGALI VIA KENNEDY,,40.29568,9.58393,B_52077
B_52079,52079,DORGALI SA MADALENA,,40.28665,9.592583,B_52079
B_52081,52081,DORGALI CABINA,,40.28617,9.58692,B_52081
B_52082,52082,DORGALI VIA LAMARMORA FR 163,,40.28882,9.591488,B_52082
B_52083,52083,DORGALI MONUMENTO,,40.28959,9.586024,B_52083
B_4211,4211,DUALCHI,,40.23001,8.899922,B_4211
B_52155,52155,DUALCHI VIA ROMA FR. 69,,40.22939,8.895867,B_52155
B_5022,5022,BIVIO MONTE SPADA,,40.07433,9.26099,B_5022
B_5004,5004,FONNI PIAZZA ITALIA,,40.11836,9.25407,B_5004
B_5302,5302,FONNI VIA GRAZIA DELEDDA 5,,40.12105,9.254162,B_5302
B_51394,51394,FONNI VIA GRAZIA DELEDDA 215,,40.11889,9.250528,B_51394
B_51396,51396,FONNI VIA SASSARI 136,,40.12099,9.256462,B_51396
B_51397,51397,FONNI HOTEL CUALBU,,40.12003,9.257258,B_51397
B_51398,51398,FONNI VIA SASSARI SN,,40.12312,9.258578,B_51398
B_51399,51399,FONNI VIA UMBERTO 128,,40.11553,9.256618,B_51399
B_5179,5179,GADONI,,39.91194,9.184709,B_5179
B_51343,51343,GADONI VIA UMBERTO I,,39.914,9.185582,B_51343
B_52048,52048,GALTELLI' CAMPO SPORTIVO,,40.37995,9.603472,B_52048
B_5107,5107,GALTELLI`,,40.38799,9.614405,B_5107
B_52049,52049,GALTELLI' VIA NAZIONALE 141,,40.38425,9.609707,B_52049
B_5005,5005,PONTE ARATU SS 128,,40.11875,9.207693,B_5005
B_5238,5238,PONTE ARATU SS 389,,40.1189,9.208903,B_5238
B_5044,5044,GAVOI VIA ROMA 197,,40.15869,9.194988,B_5044
B_52127,52127,GAVOI VIA SETTEMBRINI FR. 2,,40.16280,9.195521,B_52127
B_52135,52135,GAVOI VIA ROMA 321,,40.16235,9.195355,B_52135
B_5165,5165,IRGOLI,,40.40897,9.631745,B_5165
B_52053,52053,IRGOLI VIA MARCONI 47,,40.40746,9.628078,B_52053
B_52055,52055,IRGOLI VIA MARCONI RIFORNITORE,,40.40837,9.635075,B_52055
B_5420,5420,LEI SCALO FDS,,40.29982,8.9216811,B_5420
B_5413,5413,BIVIO LEI SS129,,40.292472,8.9262781,B_5413
B_5411,5411,LEI PIAZZA GARIBALDI,,40.307450,8.920166,B_5411
B_53108,53108,LEI VIA V.EMANUELE 13,,40.304576,8.9199811,B_53108
B_5166,5166,LOCULI,,40.40727,9.613109,B_5166
B_52051,52051,LOCULI FARMACIA,,40.40532,9.610215,B_52051
B_5082,5082,CANT. SANT'ANNA,,40.58472,9.629355,B_5082
B_51869,51869,MONTETUNDU,,40.59457,9.592705,B_51869
B_51870,51870,TROCHEDDA,,40.59018,9.608867,B_51870
B_51867,51867,LODDUE,,40.60015,9.564045,B_51867
B_51868,51868,CRAPAZA,,40.6018,9.580264,B_51868
B_5081,5081,LODE`,,40.59135,9.542286,B_5081
B_51872,51872,SANT`ANNA SP 50-KM 1+000,,40.58752,9.619975,B_51872
B_5043,5043,LODINE,,40.14850,9.218151,B_5043
B_52125,52125,LODINE LARGO DANTE 93,,40.14805,9.219852,B_52125
B_5091,5091,BIVIO LULA SOLOGO,,40.40132,9.490098,B_5091
